"id","name","pokemonBase","tipo1","tipo2","ps","ataque","defensa","ataqueEsp","defensaEsp","velocidad","sprite","slug"
"roselia","Roselia","Roselia","Planta","Veneno","50","60","45","100","80","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20251020084956/Tipo_hada_LPZA.png/80px-Tipo_hada_LPZA.png","Roselia"
"roserade","Roserade","Roserade","Planta","Veneno","60","70","65","125","105","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Roserade"
"rotom normal","Rotom","Rotom","Eléctrico","Fantasma","50","50","77","95","77","91","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Rotom"
"rotom","Rotom Forma calor","Rotom","Eléctrico","Fuego","50","65","107","105","107","86","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Rotom"
"rotom-1","Rotom Forma lavado","Rotom","Eléctrico","Agua","50","65","107","105","107","86","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Rotom"
"rotom-2","Rotom Forma frío","Rotom","Eléctrico","Hielo","50","65","107","105","107","86","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Rotom"
"rotom-3","Rotom Forma ventilador","Rotom","Eléctrico","Volador","50","65","107","105","107","86","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Rotom"
"rotom-4","Rotom Forma corte","Rotom","Eléctrico","Planta","50","65","107","105","107","86","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Rotom"
"rowlet","Rowlet","Rowlet","Planta","Volador","68","55","55","50","50","42","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Rowlet"
"rufflet","Rufflet","Rufflet","Normal","Volador","70","83","50","37","50","60","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Rufflet"
"runerigus","Runerigus","Runerigus","Tierra","Fantasma","58","95","145","50","105","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Runerigus"
"sableye","Sableye","Sableye","Siniestro","Fantasma","50","75","75","65","65","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sableye"
"Mega-Sableye","Mega-Sableye","Sableye","Siniestro","Fantasma","50","85","125","85","115","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sableye"
"salamence","Salamence","Salamence","Dragón","Volador","95","135","80","110","80","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Salamence"
"salandit","Salandit","Salandit","Veneno","Fuego","48","44","40","71","40","77","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Salandit"
"salazzle","Salazzle","Salazzle","Veneno","Fuego","68","64","60","111","60","117","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Salazzle"
"samurott","Samurott","Samurott","Agua",,"95","100","85","108","70","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Samurott"
"samurott-de-hisui","Samurott de Hisui","Samurott","Agua","Siniestro","90","108","80","100","65","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Samurott_de_Hisui"
"sandaconda","Sandaconda","Sandaconda","Tierra",,"72","107","125","65","70","71","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sandaconda"
"sandile","Sandile","Sandile","Tierra","Siniestro","50","72","35","35","35","65","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Sandile"
"sandshrew","Sandshrew","Sandshrew","Tierra",,"50","75","85","20","30","40","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Sandshrew"
"sandshrew-de-alola","Sandshrew de Alola","Sandshrew","Hielo","Acero","50","75","90","10","35","40","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Sandshrew_de_Alola"
"sandslash","Sandslash","Sandslash","Tierra",,"75","100","110","45","55","65","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Sandslash"
"sandslash-de-alola","Sandslash de Alola","Sandslash","Hielo","Acero","75","100","120","25","65","65","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Sandslash_de_Alola"
"sandygast","Sandygast","Sandygast","Fantasma","Tierra","55","55","80","70","45","15","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Sandygast"
"sawk","Sawk","Sawk","Lucha",,"75","125","75","30","75","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Sawk"
"sawsbuck","Sawsbuck","Sawsbuck","Normal","Planta","80","100","70","60","70","95","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Sawsbuck"
"scatterbug","Scatterbug","Scatterbug","Bicho",,"38","35","40","27","25","35","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Scatterbug"
"sceptile","Sceptile","Sceptile","Planta",,"70","85","65","105","85","120","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sceptile"
"scizor","Scizor","Scizor","Bicho","Acero","70","130","100","55","80","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scizor"
"Mega-Scizor","Mega-Scizor","Scizor","Bicho","Acero","70","150","140","65","100","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scizor"
"scolipede","Scolipede","Scolipede","Bicho","Veneno","60","100","89","55","69","112","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scolipede"
"scorbunny","Scorbunny","Scorbunny","Fuego",,"50","71","40","40","40","69","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Scorbunny"
"scovillain","Scovillain","Scovillain","Planta","Fuego","65","108","65","108","65","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scovillain"
"Mega-Scovillain","Mega-Scovillain","Scovillain","Planta","Fuego","65","138","85","138","85","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scovillain"
"scrafty","Scrafty","Scrafty","Siniestro","Lucha","65","90","115","45","115","58","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scrafty"
"scraggy","Scraggy","Scraggy","Siniestro","Lucha","50","75","70","35","70","48","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Scraggy"
"scyther","Scyther","Scyther","Bicho","Volador","70","110","80","55","80","105","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Scyther"
"seadra","Seadra","Seadra","Agua",,"55","65","95","95","45","85","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Seadra"
"seaking","Seaking","Seaking","Agua",,"80","92","65","65","80","68","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Seaking"
"sealeo","Sealeo","Sealeo","Hielo","Agua","90","60","70","75","70","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084923/Tipo_agua_LPZA.png/80px-Tipo_agua_LPZA.png","Sealeo"
"seedot","Seedot","Seedot","Planta",,"40","40","50","30","30","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Seedot"
"seel","Seel","Seel","Agua",,"65","45","55","45","70","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Seel"
"seismitoad","Seismitoad","Seismitoad","Agua","Tierra","105","95","75","85","75","74","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Seismitoad"
"sentret","Sentret","Sentret","Normal",,"35","46","34","35","45","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Sentret"
"serperior","Serperior","Serperior","Planta",,"75","75","95","75","95","113","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Serperior"
"servine","Servine","Servine","Planta",,"60","60","75","60","75","83","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Servine"
"seviper","Seviper","Seviper","Veneno",,"73","100","60","100","60","65","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Seviper"
"sewaddle","Sewaddle","Sewaddle","Bicho","Planta","45","53","70","40","60","42","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Sewaddle"
"sharpedo","Sharpedo","Sharpedo","Agua","Siniestro","70","120","40","95","40","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sharpedo"
"Mega-Sharpedo","Mega-Sharpedo","Sharpedo","Agua","Siniestro","70","140","70","110","65","105","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sharpedo"
"shedinja","Shedinja","Shedinja","Bicho","Fantasma","1","90","45","30","30","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Shedinja"
"shelgon","Shelgon","Shelgon","Dragón",,"65","95","100","60","50","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20251020084900/Tipo_roca_LPZA.png/80px-Tipo_roca_LPZA.png","Shelgon"
"shellder","Shellder","Shellder","Agua",,"30","65","100","45","25","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Shellder"
"shellos","Shellos","Shellos","Agua",,"76","48","48","57","62","34","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Shellos"
"shelmet","Shelmet","Shelmet","Bicho",,"50","40","85","40","65","25","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Shelmet"
"shieldon","Shieldon","Shieldon","Roca","Acero","30","42","118","42","88","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20251020084855/Tipo_tierra_LPZA.png/80px-Tipo_tierra_LPZA.png","Shieldon"
"shiftry","Shiftry","Shiftry","Planta","Siniestro","90","100","60","90","60","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Shiftry"
"shiinotic","Shiinotic","Shiinotic","Planta","Hada","60","45","80","90","100","30","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Shiinotic"
"shinx","Shinx","Shinx","Eléctrico",,"45","65","34","40","34","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20251020084932/Tipo_el%C3%A9ctrico_LPZA.png/80px-Tipo_el%C3%A9ctrico_LPZA.png","Shinx"
"shroodle","Shroodle","Shroodle","Veneno","Normal","40","65","35","40","35","75","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Shroodle"
"shroomish","Shroomish","Shroomish","Planta",,"60","40","60","40","60","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Shroomish"
"shuckle","Shuckle","Shuckle","Bicho","Roca","20","10","230","10","230","5","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Shuckle"
"shuppet","Shuppet","Shuppet","Fantasma",,"44","75","35","63","33","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Shuppet"
"sigilyph","Sigilyph","Sigilyph","Psíquico","Volador","72","58","80","103","80","97","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Sigilyph"
"silcoon","Silcoon","Silcoon","Bicho",,"50","35","55","25","25","15","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20251020084914/Tipo_acero_LPZA.png/80px-Tipo_acero_LPZA.png","Silcoon"
"silicobra","Silicobra","Silicobra","Tierra",,"52","57","75","35","50","46","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Silicobra"
"silvally","Silvally","Silvally","Normal",,"95","95","95","95","95","95","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Silvally"
"simipour","Simipour","Simipour","Agua",,"75","98","63","98","63","101","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Simipour"
"simisage","Simisage","Simisage","Planta",,"75","98","63","98","63","101","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Simisage"
"simisear","Simisear","Simisear","Fuego",,"75","98","63","98","63","101","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Simisear"
"sinistcha","Sinistcha","Sinistcha","Planta","Fantasma","71","60","106","121","80","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sinistcha"
"sinistea","Sinistea","Sinistea","Fantasma",,"40","45","45","74","54","50","https://images.wikidexcdn.net/mwuploads/wikidex/7/70/latest/20260318173154/X4.svg","Sinistea"
"sirfetch-d","Sirfetch’d","Sirfetch’d","Lucha",,"62","135","95","68","82","65","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Sirfetch’d"
"sizzlipede","Sizzlipede","Sizzlipede","Fuego","Bicho","50","65","45","50","50","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20251020124243/Tipo_insecto_LPZA.png/80px-Tipo_insecto_LPZA.png","Sizzlipede"
"skarmory","Skarmory","Skarmory","Acero","Volador","65","80","140","40","70","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Skarmory"
"skeledirge","Skeledirge","Skeledirge","Fuego","Fantasma","104","75","100","110","75","66","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Skeledirge"
"skiddo","Skiddo","Skiddo","Planta",,"66","65","48","62","57","52","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Skiddo"
"skiploom","Skiploom","Skiploom","Planta","Volador","55","45","50","45","65","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Skiploom"
"skitty","Skitty","Skitty","Normal",,"50","45","45","35","35","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Skitty"
"skorupi","Skorupi","Skorupi","Veneno","Bicho","40","50","90","30","55","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084923/Tipo_agua_LPZA.png/80px-Tipo_agua_LPZA.png","Skorupi"
"skrelp","Skrelp","Skrelp","Veneno","Agua","50","60","60","60","60","30","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Skrelp"
"skuntank","Skuntank","Skuntank","Veneno","Siniestro","103","93","67","71","61","84","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20251020084951/Tipo_siniestro_LPZA.png/80px-Tipo_siniestro_LPZA.png","Skuntank"
"skwovet","Skwovet","Skwovet","Normal",,"70","55","55","35","35","25","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Skwovet"
"slaking","Slaking","Slaking","Normal",,"150","160","100","95","65","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20251020124236/Tipo_pelea_LPZA.png/80px-Tipo_pelea_LPZA.png","Slaking"
"slakoth","Slakoth","Slakoth","Normal",,"60","60","60","35","35","30","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Slakoth"
"sliggoo","Sliggoo","Sliggoo","Dragón",,"68","75","53","83","113","60","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Sliggoo"
"sliggoo-de-hisui","Sliggoo de Hisui","Sliggoo","Acero","Dragón","58","75","83","83","113","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20251020084900/Tipo_roca_LPZA.png/80px-Tipo_roca_LPZA.png","Sliggoo_de_Hisui"
"slowbro","Slowbro","Slowbro","Agua","Psíquico","95","75","110","100","80","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Slowbro"
"Mega Slowbro","Mega Slowbro","Slowbro","Agua","Psíquico","95","75","180","130","80","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Slowbro"
"slowbro-de-galar","Slowbro de Galar","Slowbro","Veneno","Psíquico","95","100","95","100","70","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Slowbro_de_Galar"
"slowking","Slowking","Slowking","Agua","Psíquico","95","75","80","100","110","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Slowking"
"slowking-de-galar","Slowking de Galar","Slowking","Veneno","Psíquico","95","65","80","110","110","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Slowking_de_Galar"
"slowpoke","Slowpoke","Slowpoke","Agua","Psíquico","90","65","65","40","40","15","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Slowpoke"
"slowpoke-de-galar","Slowpoke de Galar","Slowpoke","Psíquico",,"90","65","65","40","40","15","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Slowpoke_de_Galar"
"slugma","Slugma","Slugma","Fuego",,"40","40","40","70","40","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Slugma"
"slurpuff","Slurpuff","Slurpuff","Hada",,"82","80","86","85","75","72","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Slurpuff"
"smeargle","Smeargle","Smeargle","Normal",,"55","20","35","20","45","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Smeargle"
"smoliv","Smoliv","Smoliv","Planta","Normal","41","35","45","58","51","30","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Smoliv"
"smoochum","Smoochum","Smoochum","Hielo","Psíquico","45","30","15","85","65","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Smoochum"
"sneasel","Sneasel","Sneasel","Siniestro","Hielo","55","95","55","35","75","115","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Sneasel"
"sneasel-de-hisui","Sneasel de Hisui","Sneasel","Lucha","Veneno","55","95","55","35","75","115","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Sneasel_de_Hisui"
"sneasler","Sneasler","Sneasler","Lucha","Veneno","80","130","60","40","80","120","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sneasler"
"snivy","Snivy","Snivy","Planta",,"45","45","55","45","55","63","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Snivy"
"snom","Snom","Snom","Hielo","Bicho","30","25","35","45","30","20","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Snom"
"snorlax","Snorlax","Snorlax","Normal",,"160","110","65","65","110","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Snorlax"
"snorunt","Snorunt","Snorunt","Hielo",,"50","50","50","50","50","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Snorunt"
"snover","Snover","Snover","Planta","Hielo","60","62","50","62","60","40","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Snover"
"snubbull","Snubbull","Snubbull","Hada",,"60","80","50","40","40","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Snubbull"
"sobble","Sobble","Sobble","Agua",,"50","40","40","70","40","70","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Sobble"
"solgaleo","Solgaleo","Solgaleo","Psíquico","Acero","137","137","107","113","89","97","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20171124234538/Solgaleostal_Z_%28Dream_World%29.png/32px-Solgaleostal_Z_%28Dream_World%29.png","Solgaleo"
"solosis","Solosis","Solosis","Psíquico",,"45","30","40","105","50","20","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Solosis"
"solrock","Solrock","Solrock","Roca","Psíquico","90","95","85","55","65","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Solrock"
"spearow","Spearow","Spearow","Normal","Volador","40","60","30","31","31","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Spearow"
"spectrier","Spectrier","Spectrier","Fantasma",,"100","65","60","145","80","130","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Spectrier"
"spewpa","Spewpa","Spewpa","Bicho",,"45","22","60","27","30","29","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Spewpa"
"spheal","Spheal","Spheal","Hielo","Agua","70","40","50","55","50","25","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20251020084855/Tipo_tierra_LPZA.png/80px-Tipo_tierra_LPZA.png","Spheal"
"spidops","Spidops","Spidops","Bicho",,"60","79","92","52","86","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Spidops"
"spinarak","Spinarak","Spinarak","Bicho","Veneno","40","60","40","40","40","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Spinarak"
